,m00,m10,m01,m20,m11,m02,m30,m21,m12,m03,mu20,mu11,mu02,mu30,mu21,mu12,mu03,nu20,nu11,nu02,nu30,nu21,nu12,nu03
0,693574755.0,702828891915.0,534095912370.0,958793486846865.0,532831002625140.0,559902695824350.0,1.4757357507603092e+18,7.203162936431181e+17,5.5617355202972704e+17,6.594982608049871e+17,246586983150710.75,-8391173587628.969,148615460304448.88,4395179558499943.5,-1008350969949777.4,1723717332139512.5,-548197910069612.1,0.0005126058911427616,-1.744360127878775e-05,0.0003089423435639861,3.4693125678130134e-07,-7.95936695247817e-08,1.3606074846666145e-07,-4.3271722434530836e-08
